ticker_A,ticker_B,entry_date,exit_date,direction,return_before_cost,return_after_cost,transaction_cost,converged,days_open,window_id,formation_start,trading_start
GOOGL,GOOG,2018-03-20,2018-03-23,long_A_short_B,0.006166846648366642,-0.0038331533516333584,0.01,True,3,24,2017-01-03,2018-01-02
GOOGL,GOOG,2018-03-28,2018-04-13,long_A_short_B,0.0061030630030283195,-0.0038969369969716807,0.01,True,16,24,2017-01-03,2018-01-02
GOOGL,GOOG,2018-04-16,2018-04-18,short_A_long_B,0.004852960548133556,-0.005147039451866444,0.01,True,2,24,2017-01-03,2018-01-02
GOOGL,GOOG,2018-04-19,2018-04-23,long_A_short_B,0.004261307987433072,-0.0057386920125669285,0.01,True,4,24,2017-01-03,2018-01-02
GOOGL,GOOG,2018-05-07,2018-06-29,short_A_long_B,-0.008117967681355864,-0.018117967681355866,0.01,False,53,24,2017-01-03,2018-01-02
LNT,WEC,2018-01-04,2018-03-21,long_A_short_B,0.02268686622993088,0.01268686622993088,0.01,True,76,24,2017-01-03,2018-01-02
LNT,WEC,2018-03-22,2018-06-29,short_A_long_B,-0.008853321787256618,-0.01885332178725662,0.01,False,99,24,2017-01-03,2018-01-02
DTE,DUK,2018-01-12,2018-05-09,short_A_long_B,0.022737386047114505,0.012737386047114505,0.01,True,117,24,2017-01-03,2018-01-02
DTE,DUK,2018-06-21,2018-06-29,long_A_short_B,0.007359618211666863,-0.0026403817883331373,0.01,False,8,24,2017-01-03,2018-01-02
LNT,DTE,2018-01-16,2018-04-02,long_A_short_B,0.03570973045378123,0.025709730453781228,0.01,True,76,24,2017-01-03,2018-01-02
LNT,DTE,2018-04-11,2018-06-29,short_A_long_B,-0.027805767850846763,-0.037805767850846765,0.01,False,79,24,2017-01-03,2018-01-02
DUK,ES,2018-01-04,2018-01-09,short_A_long_B,0.014254222131999894,0.004254222131999894,0.01,True,5,24,2017-01-03,2018-01-02
DUK,ES,2018-01-10,2018-02-09,long_A_short_B,0.0200678587957972,0.0100678587957972,0.01,True,30,24,2017-01-03,2018-01-02
DUK,ES,2018-02-13,2018-06-29,short_A_long_B,-0.015178549862428836,-0.025178549862428838,0.01,False,136,24,2017-01-03,2018-01-02
