Strategy,Conv_%,Conv_Mean_Ret,Conv_Days,Conv_Pct_Pos,Unconv_%,Unconv_Mean_Ret
DM,42.310577644411104,0.05279812300131973,46.1427304964539,100.0,57.689422355588896,-0.036450266837996424
