ticker_A,ticker_B,entry_date,exit_date,direction,return_before_cost,return_after_cost,transaction_cost,converged,days_open,window_id,formation_start,trading_start
PRU,RF,2016-05-26,2016-06-27,long_A_short_B,0.03457651821408758,0.02457651821408758,0.01,True,32,0,2015-01-02,2016-01-04
DTE,SO,2016-01-29,2016-06-30,short_A_long_B,-0.06378526882941893,-0.07378526882941892,0.01,False,153,0,2015-01-02,2016-01-04
TFC,WFC,2016-01-21,2016-02-26,long_A_short_B,0.047860543061480465,0.03786054306148046,0.01,True,36,0,2015-01-02,2016-01-04
TFC,WFC,2016-05-18,2016-06-30,short_A_long_B,-0.04982120339484619,-0.059821203394846194,0.01,False,43,0,2015-01-02,2016-01-04
EQR,FRT,2016-01-14,2016-06-30,long_A_short_B,-0.1429885438011499,-0.1529885438011499,0.01,False,168,0,2015-01-02,2016-01-04
ES,WEC,2016-02-05,2016-06-30,long_A_short_B,-0.050196468471066735,-0.06019646847106674,0.01,False,146,0,2015-01-02,2016-01-04
ES,SO,2016-02-03,2016-06-30,short_A_long_B,0.03768154983047922,0.02768154983047922,0.01,False,148,0,2015-01-02,2016-01-04
BRO,MRSH,2016-01-25,2016-03-07,long_A_short_B,0.05652387016558946,0.04652387016558946,0.01,True,42,0,2015-01-02,2016-01-04
BRO,MRSH,2016-04-19,2016-06-30,long_A_short_B,0.008721860764469236,-0.0012781392355307643,0.01,False,72,0,2015-01-02,2016-01-04
L,TROW,2016-03-07,2016-05-18,long_A_short_B,0.04437230256862401,0.03437230256862401,0.01,True,72,0,2015-01-02,2016-01-04
L,TROW,2016-05-25,2016-06-10,long_A_short_B,0.0491625681182738,0.039162568118273795,0.01,True,16,0,2015-01-02,2016-01-04
L,TROW,2016-06-27,2016-06-30,short_A_long_B,0.007391555041258213,-0.002608444958741787,0.01,False,3,0,2015-01-02,2016-01-04
AEP,PNW,2016-04-04,2016-06-30,long_A_short_B,-0.023045232281448502,-0.033045232281448504,0.01,False,87,0,2015-01-02,2016-01-04
AVB,EQR,2016-05-10,2016-06-30,short_A_long_B,0.007530273864548742,-0.002469726135451258,0.01,False,51,0,2015-01-02,2016-01-04
DHR,RSG,2016-01-07,2016-06-30,long_A_short_B,-0.030783688946575127,-0.04078368894657513,0.01,False,175,0,2015-01-02,2016-01-04
KIM,REG,2016-05-17,2016-06-30,long_A_short_B,0.0298713585830217,0.0198713585830217,0.01,False,44,0,2015-01-02,2016-01-04
