Strategy,Cost,Mean,t-stat,Std,Sharpe,Skew,Kurt,VaR(5%),CVaR(5%)
DM,Before,-0.001471389967951085,-2.85849111197943,0.005349372271737385,-0.9528303706598099,0.9319450063014159,10.628940683029256,-0.007296291599404332,-0.013794986225755609
DM,After,-0.0036507517078155226,-7.36192088876216,0.005153508878429584,-2.4539736295873866,-0.06865695124295144,7.925399385101379,-0.009525941867465302,-0.016850369929652068
