month,dm_ret_before,dm_ret_after,rf_rate,cointegration_ret_before,cointegration_ret_after,copula_ret_before,copula_ret_after
2023-01-01,0.006302104797476158,0.003373442464680295,0.0036742373633034298,-0.05346996428246071,-0.05712923274069009,0.006588894691125435,0.0021667320664086145
2023-02-01,0.002266362486151644,0.0002644316567135047,0.0037704486299319,-0.057252221653045075,-0.05977722477401182,0.0047196386606394025,0.0005345791347612505
2023-03-01,0.0008068450649984814,-0.0013801719607201533,0.0037799815840750175,-0.07241123294045865,-0.07529372083096808,0.0028515175208826313,-0.0011200735306677572
2023-04-01,6.73885056625518e-06,-0.0019459950412662826,0.003966946181234511,-1.845499203072572e-06,-0.00248149520837049,0.001411481850526002,-0.0021343028810167134
2023-05-01,-0.001873746116942355,-0.004134867576005144,0.004134999794517041,-0.0027062114002439487,-0.005590131717794881,7.15104020532157e-05,-0.003494091875720798
2023-06-01,-0.001313096437172763,-0.003038380543485694,0.0041711764706684,-0.020217575955794553,-0.02215216049418602,0.0012133166697637311,-0.00233299754845773
2023-07-01,0.0009100243085849684,-0.0013356662228069431,0.004251425628396346,-0.00512600079719688,-0.0075270728638708985,0.001718393980454198,-0.0019116381755270764
2023-08-01,-0.0010033784757804915,-0.002823164426278953,0.004290756827191982,0.014184699116278494,0.011440000186054488,0.0017243318984154494,-0.0017301786617005099
2023-09-01,-0.00045694259629690845,-0.002446088237257908,0.004305190761535335,0.016543689589789388,0.014022958520411119,0.0023925983786524207,-0.001474489581508171
2023-10-01,0.0017853919018259734,-0.0007109866540026842,0.004321814969451572,0.009373863789148795,0.006111098945639153,0.005735862569893772,0.0016842626187083983
2023-11-01,0.0003396432833471924,-0.001799061218632862,0.0042696599351762,0.002690453507991948,-0.00039154257022705995,0.0037603595759723592,-0.0006779717982635694
2023-12-01,-0.0033810625582243975,-0.005838857308783152,0.00424390287308421,-0.010961847581618216,-0.013785564826975835,0.0011116024358644194,-0.0028274201984271924
2024-01-01,-0.0036876006363748826,-0.005502254219338069,0.0042327354117065,-0.007019522936983686,-0.009606677701377785,-0.000842611257804828,-0.0044675445767134005
2024-02-01,-0.0031398166098784755,-0.005082864207680225,0.0042454874439586355,-0.004736235432231715,-0.007136832252253699,-0.0020376881201136063,-0.00548094721347768
2024-03-01,-0.0026486112186125854,-0.004490998201437654,0.00424659657420936,-0.004836457431072417,-0.0076010581935673435,-0.0006500120892291199,-0.0045143929779219915
2024-04-01,-0.001778611302579296,-0.0033873842278594438,0.004251064213445031,-0.001108322815507227,-0.0035922436667253192,0.0034999860836854115,-0.0003814994428089109
2024-05-01,0.004043019711863785,0.00188059822899286,0.004258625028618737,-0.004539263227021425,-0.007499097090219152,0.005616920407256886,0.0016130679058039112
2024-06-01,0.0035746057309531836,0.0012343053214535031,0.0042503671897743,-0.0036089258632547613,-0.006260200517474617,0.007295379273212238,0.003684088960010288
2024-07-01,-0.001254721651778202,-0.004289881737051239,0.004217536734882355,-0.00422760226658011,-0.008107836443174948,0.0043198035055992045,0.0005158345048587156
2024-08-01,-0.003688332329000327,-0.006854484568428855,0.0040967887402701,-0.016807728961692144,-0.019700835501925994,-0.00470265735458115,-0.007491772630382647
2024-09-01,-0.006071709424845935,-0.008589799353394932,0.00383288960976978,-0.02257370953129112,-0.02584096195496295,-0.0039862780029993215,-0.00665947486411586
2024-10-01,-0.013021871069895274,-0.016006737586631868,0.003668357108034926,-0.01197012222260351,-0.015940453753219164,-0.010836781009866727,-0.013424914533736976
2024-11-01,-0.010044397715894958,-0.014031410615946326,0.0035935860140397,-0.02206731364063047,-0.026526320727045978,-0.013705060301736577,-0.016670033329990182
2024-12-01,-0.014879064980267226,-0.018093803502162952,0.0034711831322685,-0.013714134242535217,-0.016749510191544286,-0.01433747703544408,-0.017470945065428036
