strategy,total_trades,converged_pct,unconverged_pct,mean_monthly_ret_before,mean_monthly_ret_after,std_monthly,sharpe_before,sharpe_after,avg_converged_return,avg_unconverged_return,avg_days_open
DM,2662,41.66040570999249,58.33959429000751,-4.692357737173121e-05,-0.0022208474907629127,0.004181749220211281,-0.03641198776133791,-1.8397184944863185,0.05190889431659606,-0.03633321583395964,45.53742110009017
Cointegration,3685,52.67299864314789,47.32700135685211,-0.005420808630310275,-0.008418438450173054,0.014033647354330837,-1.3100256126274101,-2.078029003855697,0.068599116292046,-0.11431953788549516,44.939206594538895
Copula,4288,56.38992537313433,43.61007462686567,0.0007141683681419567,-0.002775477345967539,0.0040000421473569804,0.5614557814044349,-2.4036085627990653,0.029745598414768593,-0.0333208841433418,35.85153019023987
