ticker_A,ticker_B,entry_date,exit_date,direction,return_before_cost,return_after_cost,transaction_cost,converged,days_open,window_id,formation_start,trading_start,beta
ES,PNW,2017-12-04,2018-04-30,long_B_short_A,-0.0019848441523577925,-0.011984844152357793,0.01,False,147,22,2016-11-01,2017-11-01,1.3893109491102706
KO,WEC,2017-11-01,2018-01-05,short_B_long_A,0.02985991963216753,0.01985991963216753,0.01,True,65,22,2016-11-01,2017-11-01,1.501025868020963
KO,WEC,2018-01-16,2018-02-09,long_B_short_A,0.07721972000951098,0.06721972000951099,0.01,True,24,22,2016-11-01,2017-11-01,1.501025868020963
KO,WEC,2018-03-09,2018-03-15,long_B_short_A,0.04905540502459589,0.03905540502459589,0.01,True,6,22,2016-11-01,2017-11-01,1.501025868020963
KO,WEC,2018-04-02,2018-04-12,short_B_long_A,0.03978704311491317,0.02978704311491317,0.01,True,10,22,2016-11-01,2017-11-01,1.501025868020963
KO,WEC,2018-04-25,2018-04-30,short_B_long_A,0.002682742640196502,-0.007317257359803498,0.01,False,5,22,2016-11-01,2017-11-01,1.501025868020963
AWK,WEC,2017-12-19,2018-01-12,long_B_short_A,0.02181286338310829,0.01181286338310829,0.01,True,24,22,2016-11-01,2017-11-01,0.6494361274418095
AWK,WEC,2018-03-07,2018-04-04,long_B_short_A,0.047554271507842,0.037554271507842,0.01,True,28,22,2016-11-01,2017-11-01,0.6494361274418095
AWK,WEC,2018-04-20,2018-04-30,long_B_short_A,0.011684403196363657,0.0016844031963636572,0.01,False,10,22,2016-11-01,2017-11-01,0.6494361274418095
ED,CCI,2017-11-06,2017-12-04,short_B_long_A,0.04693202909086592,0.03693202909086592,0.01,True,28,22,2016-11-01,2017-11-01,1.4090727623401729
ED,CCI,2017-12-19,2018-04-30,short_B_long_A,-0.010757349322000342,-0.020757349322000344,0.01,False,132,22,2016-11-01,2017-11-01,1.4090727623401729
AEP,DUK,2017-11-16,2018-04-30,long_B_short_A,-0.014336887873126078,-0.02433688787312608,0.01,False,165,22,2016-11-01,2017-11-01,0.961189861060953
AWK,NXPI,2017-11-03,2018-01-09,long_B_short_A,0.05311981580764252,0.04311981580764252,0.01,True,67,22,2016-11-01,2017-11-01,1.2538206087269776
AWK,NXPI,2018-01-12,2018-04-16,short_B_long_A,0.07257603624588518,0.06257603624588519,0.01,True,94,22,2016-11-01,2017-11-01,1.2538206087269776
AWK,NXPI,2018-04-19,2018-04-30,long_B_short_A,-0.06494386492221013,-0.07494386492221013,0.01,False,11,22,2016-11-01,2017-11-01,1.2538206087269776
LNT,NXPI,2017-11-14,2017-12-18,long_B_short_A,0.10361269722751847,0.09361269722751847,0.01,True,34,22,2016-11-01,2017-11-01,2.6434551950672076
LNT,NXPI,2017-12-26,2018-04-19,short_B_long_A,0.02328272402127695,0.01328272402127695,0.01,True,114,22,2016-11-01,2017-11-01,2.6434551950672076
LNT,NXPI,2018-04-20,2018-04-30,long_B_short_A,-0.11363672431362062,-0.12363672431362062,0.01,False,10,22,2016-11-01,2017-11-01,2.6434551950672076
GOOGL,GOOG,2017-12-11,2018-05-31,short_B_long_A,0.0038773070820369016,-0.006122692917963099,0.01,False,171,23,2016-12-01,2017-12-01,1.0090319805044834
CMS,DUK,2017-12-07,2018-05-31,long_B_short_A,-0.016424677105086438,-0.02642467710508644,0.01,False,175,23,2016-12-01,2017-12-01,1.5544040707473257
CMS,ED,2017-12-06,2018-03-27,short_B_long_A,-0.022373406927065853,-0.032373406927065855,0.01,True,111,23,2016-12-01,2017-12-01,1.7795940773194463
CMS,ED,2018-04-23,2018-05-31,long_B_short_A,-0.04692344409405688,-0.056923444094056884,0.01,False,38,23,2016-12-01,2017-12-01,1.7795940773194463
CMS,PNW,2017-12-21,2018-05-31,long_B_short_A,-0.036038662062907546,-0.04603866206290755,0.01,False,161,23,2016-12-01,2017-12-01,1.641746283057544
ED,DUK,2017-12-01,2018-05-31,long_B_short_A,-0.006061877676606903,-0.016061877676606905,0.01,False,181,23,2016-12-01,2017-12-01,0.8638609983764965
KO,NXPI,2018-01-02,2018-01-26,short_B_long_A,0.05872111395376168,0.04872111395376168,0.01,True,24,23,2016-12-01,2017-12-01,2.9216486568496065
KO,NXPI,2018-02-02,2018-04-19,short_B_long_A,-0.005250845216415466,-0.015250845216415466,0.01,True,76,23,2016-12-01,2017-12-01,2.9216486568496065
KO,NXPI,2018-04-20,2018-05-14,long_B_short_A,0.16671555163030088,0.15671555163030088,0.01,True,24,23,2016-12-01,2017-12-01,2.9216486568496065
KO,NXPI,2018-05-15,2018-05-31,short_B_long_A,0.01839578018905811,0.00839578018905811,0.01,False,16,23,2016-12-01,2017-12-01,2.9216486568496065
KO,EQR,2017-12-05,2018-05-09,long_B_short_A,0.06996584384514339,0.059965843845143384,0.01,True,155,23,2016-12-01,2017-12-01,1.110240707508442
KO,EQR,2018-05-17,2018-05-30,long_B_short_A,0.046511215439971956,0.036511215439971954,0.01,True,13,23,2016-12-01,2017-12-01,1.110240707508442
LNT,WEC,2017-12-28,2018-04-02,short_B_long_A,0.0004457686513522699,-0.00955423134864773,0.01,True,95,23,2016-12-01,2017-12-01,1.4898199741507185
LNT,WEC,2018-04-13,2018-05-25,long_B_short_A,0.024325856143182875,0.014325856143182875,0.01,True,42,23,2016-12-01,2017-12-01,1.4898199741507185
ES,PNW,2017-12-04,2018-05-31,long_B_short_A,0.04383272724020226,0.03383272724020226,0.01,False,178,23,2016-12-01,2017-12-01,1.3737668402814418
CB,NXPI,2017-12-20,2018-04-20,short_B_long_A,0.08095116838928693,0.07095116838928693,0.01,True,121,23,2016-12-01,2017-12-01,0.7744690337654918
CB,NXPI,2018-04-25,2018-05-14,long_B_short_A,0.10684607860731613,0.09684607860731613,0.01,True,19,23,2016-12-01,2017-12-01,0.7744690337654918
CB,NXPI,2018-05-15,2018-05-31,short_B_long_A,-0.0745274666181196,-0.08452746661811959,0.01,False,16,23,2016-12-01,2017-12-01,0.7744690337654918
CB,KO,2018-04-04,2018-05-16,short_B_long_A,0.23158077209526748,0.22158077209526747,0.01,True,42,23,2016-12-01,2017-12-01,0.24981005662068861
CB,KO,2018-05-29,2018-05-31,short_B_long_A,-0.02408770169097887,-0.03408770169097887,0.01,False,2,23,2016-12-01,2017-12-01,0.24981005662068861
ED,NI,2017-12-01,2018-03-01,long_B_short_A,-0.08765699738328407,-0.09765699738328407,0.01,True,90,23,2016-12-01,2017-12-01,0.3762630668381316
ED,NI,2018-03-19,2018-05-02,long_B_short_A,0.090181093745705,0.080181093745705,0.01,True,44,23,2016-12-01,2017-12-01,0.3762630668381316
ED,NI,2018-05-03,2018-05-31,short_B_long_A,0.00847736120992983,-0.0015226387900701705,0.01,False,28,23,2016-12-01,2017-12-01,0.3762630668381316
BRO,TXT,2018-01-02,2018-05-31,short_B_long_A,0.008114820876898715,-0.001885179123101285,0.01,False,149,23,2016-12-01,2017-12-01,1.8946407395134548
HSY,MKC,2017-12-19,2018-01-03,long_B_short_A,0.019458618260928318,0.009458618260928317,0.01,True,15,23,2016-12-01,2017-12-01,0.464534470750172
HSY,MKC,2018-01-17,2018-01-19,short_B_long_A,0.07659968065173577,0.06659968065173577,0.01,True,2,23,2016-12-01,2017-12-01,0.464534470750172
HSY,MKC,2018-01-25,2018-05-31,short_B_long_A,-0.10568566672960941,-0.11568566672960941,0.01,False,126,23,2016-12-01,2017-12-01,0.464534470750172
CB,PFG,2017-12-01,2018-01-31,short_B_long_A,0.1491794928499848,0.1391794928499848,0.01,True,61,23,2016-12-01,2017-12-01,0.36191129315881587
CB,PFG,2018-02-09,2018-04-04,long_B_short_A,0.021760302034945476,0.011760302034945476,0.01,True,54,23,2016-12-01,2017-12-01,0.36191129315881587
CB,PFG,2018-05-29,2018-05-31,long_B_short_A,0.00799243833235487,-0.00200756166764513,0.01,False,2,23,2016-12-01,2017-12-01,0.36191129315881587
AJG,DD,2017-12-01,2017-12-18,long_B_short_A,0.03135256301248002,0.021352563012480015,0.01,True,17,23,2016-12-01,2017-12-01,0.6363570341738857
AJG,DD,2018-01-03,2018-01-26,short_B_long_A,0.03991661207553143,0.02991661207553143,0.01,True,23,23,2016-12-01,2017-12-01,0.6363570341738857
AJG,DD,2018-02-01,2018-05-31,long_B_short_A,-0.09866571532619357,-0.10866571532619357,0.01,False,119,23,2016-12-01,2017-12-01,0.6363570341738857
DUK,FISV,2017-12-18,2018-05-31,short_B_long_A,-0.182704908819445,-0.19270490881944502,0.01,False,164,23,2016-12-01,2017-12-01,1.0160289599201922
ARE,CB,2017-12-12,2018-01-24,long_B_short_A,0.07432704622359396,0.06432704622359396,0.01,True,43,23,2016-12-01,2017-12-01,1.3300562847305886
ARE,CB,2018-03-01,2018-05-31,long_B_short_A,-0.09559322943541734,-0.10559322943541734,0.01,False,91,23,2016-12-01,2017-12-01,1.3300562847305886
ACN,LDOS,2018-01-03,2018-03-22,long_B_short_A,0.04902212547881876,0.03902212547881876,0.01,True,78,23,2016-12-01,2017-12-01,0.42951390866125994
ACN,LDOS,2018-05-02,2018-05-31,long_B_short_A,-0.046249974564441576,-0.05624997456444158,0.01,False,29,23,2016-12-01,2017-12-01,0.42951390866125994
ED,DTE,2017-12-18,2018-01-16,long_B_short_A,0.030103359158841367,0.020103359158841365,0.01,True,29,23,2016-12-01,2017-12-01,0.9810925132694206
ED,DTE,2018-02-16,2018-03-08,short_B_long_A,0.01505976229846874,0.00505976229846874,0.01,True,20,23,2016-12-01,2017-12-01,0.9810925132694206
ED,DTE,2018-03-28,2018-05-31,short_B_long_A,0.0140032668967045,0.004003266896704499,0.01,False,64,23,2016-12-01,2017-12-01,0.9810925132694206
LNT,WEC,2018-01-02,2018-04-02,short_B_long_A,0.005750715289002704,-0.0042492847109972965,0.01,True,90,24,2017-01-03,2018-01-02,1.5372508942130003
LNT,WEC,2018-04-13,2018-05-25,long_B_short_A,0.02432435063820869,0.014324350638208689,0.01,True,42,24,2017-01-03,2018-01-02,1.5372508942130003
LNT,WEC,2018-06-25,2018-06-29,long_B_short_A,0.016890042003344066,0.006890042003344065,0.01,False,4,24,2017-01-03,2018-01-02,1.5372508942130003
CMS,ED,2018-01-05,2018-03-27,short_B_long_A,0.007139580129398335,-0.002860419870601665,0.01,True,81,24,2017-01-03,2018-01-02,1.8836209316891064
CMS,ED,2018-04-24,2018-06-29,long_B_short_A,-0.07281482227293841,-0.0828148222729384,0.01,False,66,24,2017-01-03,2018-01-02,1.8836209316891064
KO,UDR,2018-01-04,2018-05-02,long_B_short_A,0.03418895320683384,0.02418895320683384,0.01,True,118,24,2017-01-03,2018-01-02,0.7247760245122181
KO,UDR,2018-05-17,2018-06-01,long_B_short_A,0.044688908085673634,0.03468890808567363,0.01,True,15,24,2017-01-03,2018-01-02,0.7247760245122181
AEP,ED,2018-03-01,2018-06-29,long_B_short_A,-0.014704183285029274,-0.024704183285029276,0.01,False,120,24,2017-01-03,2018-01-02,1.074627893238575
MS,PNC,2018-01-10,2018-04-16,short_B_long_A,0.006971433092307779,-0.0030285669076922216,0.01,True,96,24,2017-01-03,2018-01-02,2.3320929299227746
MS,PNC,2018-04-19,2018-04-23,long_B_short_A,0.05177799445585356,0.041777994455853555,0.01,True,4,24,2017-01-03,2018-01-02,2.3320929299227746
MS,PNC,2018-04-25,2018-06-29,short_B_long_A,-0.053582813079643674,-0.06358281307964367,0.01,False,65,24,2017-01-03,2018-01-02,2.3320929299227746
HSY,MKC,2018-01-17,2018-01-22,short_B_long_A,0.09042713578617585,0.08042713578617586,0.01,True,5,24,2017-01-03,2018-01-02,0.4234927382993525
HSY,MKC,2018-01-25,2018-06-29,short_B_long_A,-0.41177718944393427,-0.4217771894439343,0.01,False,155,24,2017-01-03,2018-01-02,0.4234927382993525
FRT,SPG,2018-01-09,2018-06-29,short_B_long_A,-0.01877149589272544,-0.028771495892725443,0.01,False,171,24,2017-01-03,2018-01-02,1.2138332573269939
DUK,NXPI,2018-01-02,2018-04-23,short_B_long_A,0.030144438931682768,0.020144438931682766,0.01,True,111,24,2017-01-03,2018-01-02,1.5295994212220227
DUK,NXPI,2018-04-25,2018-05-14,long_B_short_A,0.11492891396112963,0.10492891396112963,0.01,True,19,24,2017-01-03,2018-01-02,1.5295994212220227
DUK,NXPI,2018-05-15,2018-06-29,short_B_long_A,0.04475704092586103,0.03475704092586103,0.01,False,45,24,2017-01-03,2018-01-02,1.5295994212220227
MTB,PRU,2018-01-10,2018-01-19,short_B_long_A,0.026203650415037943,0.01620365041503794,0.01,True,9,24,2017-01-03,2018-01-02,0.5151209309475859
MTB,PRU,2018-01-30,2018-06-29,long_B_short_A,-0.16516852511487817,-0.17516852511487818,0.01,False,150,24,2017-01-03,2018-01-02,0.5151209309475859
BR,MSFT,2018-01-26,2018-02-08,short_B_long_A,0.032643420716378824,0.022643420716378822,0.01,True,13,24,2017-01-03,2018-01-02,0.9497291648453892
BR,MSFT,2018-03-06,2018-06-29,long_B_short_A,-0.03145089315600216,-0.041450893156002165,0.01,False,115,24,2017-01-03,2018-01-02,0.9497291648453892
F,GS,2018-01-17,2018-05-04,short_B_long_A,-0.0281679478516257,-0.0381679478516257,0.01,True,107,24,2017-01-03,2018-01-02,21.145345970393997
F,GS,2018-05-09,2018-05-21,short_B_long_A,0.0414755301101722,0.0314755301101722,0.01,True,12,24,2017-01-03,2018-01-02,21.145345970393997
F,GS,2018-05-31,2018-06-29,long_B_short_A,0.8552638433060022,0.8452638433060022,0.01,False,29,24,2017-01-03,2018-01-02,21.145345970393997
AWK,AJG,2018-01-11,2018-06-29,short_B_long_A,-0.04369967372471016,-0.05369967372471016,0.01,False,169,24,2017-01-03,2018-01-02,0.6786042916108342
COF,GS,2018-01-05,2018-01-29,long_B_short_A,0.004861098684371172,-0.005138901315628828,0.01,True,24,24,2017-01-03,2018-01-02,1.9682388941218694
COF,GS,2018-03-12,2018-03-23,short_B_long_A,-0.028070133411564148,-0.03807013341156415,0.01,True,11,24,2017-01-03,2018-01-02,1.9682388941218694
COF,GS,2018-04-23,2018-06-29,long_B_short_A,0.002358272775437681,-0.007641727224562319,0.01,False,67,24,2017-01-03,2018-01-02,1.9682388941218694
APH,NOC,2018-01-25,2018-06-29,short_B_long_A,-0.03629049729458244,-0.04629049729458244,0.01,False,155,24,2017-01-03,2018-01-02,12.54989813779741
CB,ECL,2018-01-02,2018-01-24,short_B_long_A,0.0589315094492201,0.0489315094492201,0.01,True,22,24,2017-01-03,2018-01-02,0.6923398192749218
CB,ECL,2018-03-07,2018-06-29,short_B_long_A,-0.17760520040749406,-0.18760520040749407,0.01,False,114,24,2017-01-03,2018-01-02,0.6923398192749218
BRO,TXT,2018-01-02,2018-06-29,short_B_long_A,0.01209161789021962,0.002091617890219619,0.01,False,178,24,2017-01-03,2018-01-02,1.8934708250501233
DTE,NXPI,2018-01-02,2018-04-19,short_B_long_A,0.03790896520112666,0.027908965201126658,0.01,True,107,24,2017-01-03,2018-01-02,1.252617371296221
DTE,NXPI,2018-04-23,2018-05-14,long_B_short_A,0.08598087468289684,0.07598087468289684,0.01,True,21,24,2017-01-03,2018-01-02,1.252617371296221
DTE,NXPI,2018-05-18,2018-06-27,short_B_long_A,0.06414417749863384,0.05414417749863384,0.01,True,40,24,2017-01-03,2018-01-02,1.252617371296221
CB,KO,2018-04-04,2018-05-16,short_B_long_A,0.23185217113273515,0.22185217113273514,0.01,True,42,24,2017-01-03,2018-01-02,0.2495318246188778
CB,KO,2018-05-29,2018-06-29,short_B_long_A,-0.16413231439864068,-0.1741323143986407,0.01,False,31,24,2017-01-03,2018-01-02,0.2495318246188778
LNT,NXPI,2018-01-02,2018-04-19,short_B_long_A,0.031391168755179236,0.021391168755179234,0.01,True,107,24,2017-01-03,2018-01-02,2.4884803288848714
LNT,NXPI,2018-04-20,2018-05-18,long_B_short_A,0.09478720397781042,0.08478720397781042,0.01,True,28,24,2017-01-03,2018-01-02,2.4884803288848714
LNT,NXPI,2018-05-21,2018-06-19,short_B_long_A,0.0396996839443805,0.029699683944380495,0.01,True,29,24,2017-01-03,2018-01-02,2.4884803288848714
LNT,NXPI,2018-06-25,2018-06-29,long_B_short_A,-0.011433099216295012,-0.021433099216295014,0.01,False,4,24,2017-01-03,2018-01-02,2.4884803288848714
CTSH,WTW,2018-01-16,2018-02-02,long_B_short_A,0.03434086468591864,0.024340864685918638,0.01,True,17,24,2017-01-03,2018-01-02,1.899898484971108
CTSH,WTW,2018-02-08,2018-06-29,long_B_short_A,-0.10402817808622733,-0.11402817808622732,0.01,False,141,24,2017-01-03,2018-01-02,1.899898484971108
AEP,ED,2018-03-01,2018-07-31,long_B_short_A,-0.03218146758284397,-0.042181467582843975,0.01,False,152,25,2017-02-01,2018-02-01,1.0650116912603913
PNW,SRE,2018-02-07,2018-05-18,short_B_long_A,0.04649094942182301,0.03649094942182301,0.01,True,100,25,2017-02-01,2018-02-01,0.6377288416739646
PNW,SRE,2018-06-11,2018-07-31,short_B_long_A,0.1122339790087926,0.10223397900879261,0.01,False,50,25,2017-02-01,2018-02-01,0.6377288416739646
ATO,ED,2018-02-20,2018-07-31,long_B_short_A,-0.06939260112488829,-0.07939260112488829,0.01,False,161,25,2017-02-01,2018-02-01,0.8505717293845246
LNT,AEP,2018-04-02,2018-07-31,long_B_short_A,-0.07361591949997379,-0.08361591949997378,0.01,False,120,25,2017-02-01,2018-02-01,1.7862008576048412
BRK-B,PNC,2018-02-02,2018-04-17,short_B_long_A,0.13411555858194657,0.12411555858194658,0.01,True,74,25,2017-02-01,2018-02-01,0.5733690906600178
BRK-B,PNC,2018-04-27,2018-07-18,short_B_long_A,0.06297483204611065,0.05297483204611065,0.01,True,82,25,2017-02-01,2018-02-01,0.5733690906600178
HSY,MKC,2018-02-01,2018-07-31,short_B_long_A,-0.3027042651195349,-0.3127042651195349,0.01,False,180,25,2017-02-01,2018-02-01,0.3944226834405724
LIN,SHW,2018-04-24,2018-07-26,long_B_short_A,0.09155828327710538,0.08155828327710539,0.01,True,93,25,2017-02-01,2018-02-01,0.9135644692206438
A,TRMB,2018-02-09,2018-07-31,long_B_short_A,-0.06679373847839408,-0.07679373847839407,0.01,False,172,25,2017-02-01,2018-02-01,0.6316257820825839
ITW,SHW,2018-02-01,2018-02-08,long_B_short_A,0.04129151337911806,0.031291513379118056,0.01,True,7,25,2017-02-01,2018-02-01,1.0293831320086277
ITW,SHW,2018-03-16,2018-03-23,long_B_short_A,0.034209588903277716,0.024209588903277714,0.01,True,7,25,2017-02-01,2018-02-01,1.0293831320086277
ITW,SHW,2018-04-26,2018-07-31,short_B_long_A,-0.16513985116631194,-0.17513985116631195,0.01,False,96,25,2017-02-01,2018-02-01,1.0293831320086277
CCI,NEE,2018-02-07,2018-02-09,long_B_short_A,0.01783272218227494,0.00783272218227494,0.01,True,2,25,2017-02-01,2018-02-01,0.39507966167413194
CCI,NEE,2018-03-21,2018-07-31,short_B_long_A,-0.09518196804183429,-0.10518196804183429,0.01,False,132,25,2017-02-01,2018-02-01,0.39507966167413194
CME,PSX,2018-02-01,2018-04-25,long_B_short_A,0.08438468081103889,0.0743846808110389,0.01,True,83,25,2017-02-01,2018-02-01,0.6950813018772937
CME,PSX,2018-04-27,2018-06-06,short_B_long_A,0.02424817972625405,0.014248179726254051,0.01,True,40,25,2017-02-01,2018-02-01,0.6950813018772937
CME,PSX,2018-07-18,2018-07-26,long_B_short_A,0.06452034632487211,0.054520346324872106,0.01,True,8,25,2017-02-01,2018-02-01,0.6950813018772937
CME,PSX,2018-07-27,2018-07-31,short_B_long_A,-0.09359779955315886,-0.10359779955315886,0.01,False,4,25,2017-02-01,2018-02-01,0.6950813018772937
HBAN,WFC,2018-02-05,2018-07-31,long_B_short_A,-0.07044620477964743,-0.08044620477964742,0.01,False,176,25,2017-02-01,2018-02-01,4.251106737237696
FISV,TYL,2018-02-05,2018-02-12,short_B_long_A,0.06201012103161322,0.05201012103161322,0.01,True,7,25,2017-02-01,2018-02-01,3.0107721091350728
FISV,TYL,2018-02-15,2018-07-31,short_B_long_A,0.04398366984098552,0.03398366984098552,0.01,False,166,25,2017-02-01,2018-02-01,3.0107721091350728
BK,FIS,2018-03-14,2018-04-20,short_B_long_A,0.03229391852031879,0.02229391852031879,0.01,True,37,25,2017-02-01,2018-02-01,1.7916182254619137
BK,FIS,2018-05-01,2018-07-31,short_B_long_A,-0.029251399152831706,-0.039251399152831705,0.01,False,91,25,2017-02-01,2018-02-01,1.7916182254619137
KO,ECL,2018-03-08,2018-07-31,short_B_long_A,0.046168358003148086,0.036168358003148084,0.01,False,145,25,2017-02-01,2018-02-01,2.4770505845599624
MMM,ROP,2018-02-02,2018-07-31,short_B_long_A,-0.16180016415331527,-0.17180016415331528,0.01,False,179,25,2017-02-01,2018-02-01,1.5879366863513495
APH,FTV,2018-02-12,2018-07-31,short_B_long_A,0.030834321300155773,0.02083432130015577,0.01,False,169,25,2017-02-01,2018-02-01,1.8955155870618494
MA,MCO,2018-02-02,2018-02-21,long_B_short_A,0.04633943319651342,0.03633943319651342,0.01,True,19,25,2017-02-01,2018-02-01,0.8937669836518833
MA,MCO,2018-03-06,2018-07-31,long_B_short_A,-0.07261092101414225,-0.08261092101414225,0.01,False,147,25,2017-02-01,2018-02-01,0.8937669836518833
J,OXY,2018-03-23,2018-07-31,short_B_long_A,-0.07665624127920628,-0.08665624127920628,0.01,False,130,25,2017-02-01,2018-02-01,0.9882685494828151
ITW,LIN,2018-03-19,2018-04-06,long_B_short_A,0.050750749673126025,0.04075074967312602,0.01,True,18,25,2017-02-01,2018-02-01,1.0994437064799794
ITW,LIN,2018-04-17,2018-07-31,short_B_long_A,-0.16659998603567353,-0.17659998603567353,0.01,False,105,25,2017-02-01,2018-02-01,1.0994437064799794
NWSA,NWS,2018-04-17,2018-05-03,long_B_short_A,0.010353105905673047,0.00035310590567304637,0.01,True,16,26,2017-03-01,2018-03-01,0.9828567542802371
NWSA,NWS,2018-05-09,2018-05-14,long_B_short_A,0.01705267069099698,0.007052670690996981,0.01,True,5,26,2017-03-01,2018-03-01,0.9828567542802371
NWSA,NWS,2018-05-15,2018-06-13,short_B_long_A,0.013191916187204491,0.003191916187204491,0.01,True,29,26,2017-03-01,2018-03-01,0.9828567542802371
NWSA,NWS,2018-06-14,2018-06-29,long_B_short_A,0.013327126409419542,0.0033271264094195414,0.01,True,15,26,2017-03-01,2018-03-01,0.9828567542802371
NWSA,NWS,2018-07-17,2018-08-13,long_B_short_A,0.012134660994443033,0.002134660994443033,0.01,True,27,26,2017-03-01,2018-03-01,0.9828567542802371
NWSA,NWS,2018-08-17,2018-08-31,short_B_long_A,0.00013713853029109074,-0.00986286146970891,0.01,False,14,26,2017-03-01,2018-03-01,0.9828567542802371
AEP,ED,2018-03-01,2018-08-31,long_B_short_A,-0.040137273838617746,-0.05013727383861775,0.01,False,183,26,2017-03-01,2018-03-01,1.0444741440174345
ED,DTE,2018-03-28,2018-06-06,short_B_long_A,0.01206426357605711,0.00206426357605711,0.01,True,70,26,2017-03-01,2018-03-01,0.9707193548219686
ED,DTE,2018-07-03,2018-08-31,short_B_long_A,-0.044859510271624894,-0.054859510271624896,0.01,False,59,26,2017-03-01,2018-03-01,0.9707193548219686
AEP,DTE,2018-05-09,2018-07-17,long_B_short_A,0.006260062339468436,-0.003739937660531564,0.01,True,69,26,2017-03-01,2018-03-01,1.0288123449438622
AEP,DTE,2018-07-24,2018-08-31,short_B_long_A,0.007564151460769705,-0.002435848539230295,0.01,False,38,26,2017-03-01,2018-03-01,1.0288123449438622
LNT,AEP,2018-04-02,2018-08-31,long_B_short_A,-0.04690622926697589,-0.056906229266975895,0.01,False,151,26,2017-03-01,2018-03-01,1.743480620906107
MS,PNC,2018-03-01,2018-03-12,short_B_long_A,0.06570683727478886,0.05570683727478886,0.01,True,11,26,2017-03-01,2018-03-01,2.608568395074311
MS,PNC,2018-04-17,2018-04-25,long_B_short_A,0.09315694714195596,0.08315694714195597,0.01,True,8,26,2017-03-01,2018-03-01,2.608568395074311
MS,PNC,2018-06-05,2018-06-14,short_B_long_A,0.019797957487868112,0.009797957487868112,0.01,True,9,26,2017-03-01,2018-03-01,2.608568395074311
MS,PNC,2018-06-25,2018-08-31,short_B_long_A,0.007899759383558323,-0.002100240616441677,0.01,False,67,26,2017-03-01,2018-03-01,2.608568395074311
PNW,UDR,2018-05-09,2018-08-31,short_B_long_A,-0.2442833224787469,-0.2542833224787469,0.01,False,114,26,2017-03-01,2018-03-01,0.40150490396577654
DTE,XEL,2018-03-06,2018-04-06,long_B_short_A,0.04478970978049836,0.034789709780498355,0.01,True,31,26,2017-03-01,2018-03-01,0.6495737586800006
DTE,XEL,2018-05-08,2018-07-05,short_B_long_A,-0.007387283416386864,-0.017387283416386866,0.01,True,58,26,2017-03-01,2018-03-01,0.6495737586800006
DTE,XEL,2018-07-17,2018-08-31,long_B_short_A,0.018688842510675218,0.008688842510675218,0.01,False,45,26,2017-03-01,2018-03-01,0.6495737586800006
BRO,LDOS,2018-03-12,2018-04-23,short_B_long_A,0.012091514452821944,0.002091514452821944,0.01,True,42,26,2017-03-01,2018-03-01,2.512587416520236
BRO,LDOS,2018-04-26,2018-08-31,long_B_short_A,-0.21091600080714878,-0.2209160008071488,0.01,False,127,26,2017-03-01,2018-03-01,2.512587416520236
CL,HSY,2018-03-28,2018-05-08,long_B_short_A,0.12782292978413073,0.11782292978413074,0.01,True,41,26,2017-03-01,2018-03-01,1.6487572560718904
CL,HSY,2018-07-20,2018-07-26,long_B_short_A,0.05945307840122356,0.04945307840122356,0.01,True,6,26,2017-03-01,2018-03-01,1.6487572560718904
AOS,ROP,2018-03-20,2018-08-31,short_B_long_A,-0.11810155139906363,-0.12810155139906362,0.01,False,164,26,2017-03-01,2018-03-01,4.921947354072545
CB,ECL,2018-03-12,2018-08-31,short_B_long_A,-0.22325027909930242,-0.23325027909930243,0.01,False,172,26,2017-03-01,2018-03-01,0.5957165680705523
CCI,NEE,2018-03-21,2018-08-31,short_B_long_A,-0.12950771015183668,-0.1395077101518367,0.01,False,163,26,2017-03-01,2018-03-01,0.38348178712357345
MCO,MSCI,2018-03-06,2018-08-31,short_B_long_A,-0.17714903082677252,-0.18714903082677253,0.01,False,178,26,2017-03-01,2018-03-01,0.8514453035105903
APH,FTV,2018-03-07,2018-08-31,short_B_long_A,0.010317928431346407,0.0003179284313464068,0.01,False,177,26,2017-03-01,2018-03-01,1.8672172127692277
LIN,SHW,2018-04-24,2018-07-26,long_B_short_A,0.09165460134605921,0.08165460134605922,0.01,True,93,26,2017-03-01,2018-03-01,0.9128760215096825
LIN,SHW,2018-08-06,2018-08-31,short_B_long_A,-0.02823327691265503,-0.03823327691265503,0.01,False,25,26,2017-03-01,2018-03-01,0.9128760215096825
ATO,XEL,2018-03-01,2018-08-31,long_B_short_A,0.03842723519245231,0.028427235192452306,0.01,False,183,26,2017-03-01,2018-03-01,0.5785917183333
BRK-B,MS,2018-03-06,2018-04-25,short_B_long_A,0.29054920012136665,0.28054920012136664,0.01,True,50,26,2017-03-01,2018-03-01,0.24331898084542697
BRK-B,MS,2018-05-11,2018-05-31,short_B_long_A,0.337747956330797,0.327747956330797,0.01,True,20,26,2017-03-01,2018-03-01,0.24331898084542697
BRK-B,MS,2018-07-05,2018-08-31,long_B_short_A,0.024253961901314836,0.014253961901314836,0.01,False,57,26,2017-03-01,2018-03-01,0.24331898084542697
HON,SYK,2018-03-01,2018-08-31,short_B_long_A,0.02515127291901606,0.01515127291901606,0.01,False,183,26,2017-03-01,2018-03-01,1.0552762783721117
CL,XOM,2018-03-28,2018-04-19,long_B_short_A,0.09816457401946584,0.08816457401946584,0.01,True,22,26,2017-03-01,2018-03-01,0.8412845879359614
