pair,entry_date,exit_date,return_before_cost,direction,converged,days_open,window_id,transaction_cost,return_after_cost
"('NWSA', 'NWS')",2018-08-17,2018-10-09,0.02001971760101362,long_A_short_B,True,53,30,0.01,0.01001971760101362
"('ED', 'DTE')",2018-07-23,2018-12-31,-0.04761695859741022,long_A_short_B,False,161,30,0.01,-0.05761695859741022
"('EQR', 'UDR')",2018-09-21,2018-12-31,0.004243985333506672,long_A_short_B,False,101,30,0.01,-0.005756014666493328
"('DTE', 'ES')",2018-11-13,2018-11-19,0.030648733893785862,short_A_long_B,True,6,30,0.01,0.02064873389378586
"('DTE', 'ES')",2018-12-06,2018-12-31,-0.016350951653293255,long_A_short_B,False,25,30,0.01,-0.026350951653293257
"('CMS', 'DTE')",2018-08-06,2018-12-31,0.020797781981715557,long_A_short_B,False,147,30,0.01,0.010797781981715557
"('ED', 'ES')",2018-08-13,2018-12-31,-0.08472983896786912,long_A_short_B,False,140,30,0.01,-0.09472983896786911
"('LNT', 'WEC')",2018-09-04,2018-12-31,-0.03453881531799896,long_A_short_B,False,118,30,0.01,-0.04453881531799896
"('CMS', 'NI')",2018-09-14,2018-12-31,0.03768841738026252,short_A_long_B,False,108,30,0.01,0.027688417380262516
"('AEP', 'DTE')",2018-07-24,2018-12-07,0.04041937578693,long_A_short_B,True,136,30,0.01,0.03041937578693
"('AEP', 'ED')",2018-09-24,2018-12-31,-0.06044639680924635,short_A_long_B,False,98,30,0.01,-0.07044639680924634
"('MRSH', 'WTW')",2018-08-02,2018-12-13,0.05845859604619519,short_A_long_B,True,133,30,0.01,0.048458596046195186
"('DUK', 'SO')",2018-08-22,2018-12-31,-0.09636914387602424,short_A_long_B,False,131,30,0.01,-0.10636914387602424
"('CMS', 'ED')",2018-09-26,2018-12-31,-0.010471369573487932,short_A_long_B,False,96,30,0.01,-0.020471369573487934
"('AME', 'IEX')",2018-07-25,2018-10-02,0.05384293607534851,long_A_short_B,True,69,30,0.01,0.04384293607534851
"('AME', 'IEX')",2018-11-06,2018-12-06,0.04465174666450589,short_A_long_B,True,30,30,0.01,0.034651746664505885
"('AEP', 'CMS')",2018-11-13,2018-12-31,0.0014017954425228352,short_A_long_B,False,48,30,0.01,-0.008598204557477165
"('MS', 'PNC')",2018-08-10,2018-10-16,0.0730095952217168,long_A_short_B,True,67,30,0.01,0.0630095952217168
"('MS', 'PNC')",2018-10-17,2018-11-05,0.04788209064567417,short_A_long_B,True,19,30,0.01,0.03788209064567417
"('MS', 'PNC')",2018-11-12,2018-12-31,0.017936716748774395,long_A_short_B,False,49,30,0.01,0.007936716748774395
"('ED', 'DUK')",2018-10-08,2018-12-31,-0.07313535543142091,long_A_short_B,False,84,30,0.01,-0.08313535543142091
"('ED', 'SO')",2018-08-24,2018-11-02,0.0553601397624266,short_A_long_B,True,70,30,0.01,0.045360139762426595
"('ED', 'SO')",2018-12-13,2018-12-31,0.012661639930231616,short_A_long_B,False,18,30,0.01,0.002661639930231616
"('NWSA', 'NWS')",2018-08-14,2018-10-23,0.021607471870758954,long_A_short_B,True,70,31,0.01,0.011607471870758954
"('NWSA', 'NWS')",2018-11-21,2019-01-15,0.020270841179091947,long_A_short_B,True,55,31,0.01,0.010270841179091947
"('AEP', 'DTE')",2018-12-07,2019-01-31,-0.0044563523564377094,short_A_long_B,False,55,31,0.01,-0.01445635235643771
"('EVRG', 'EXC')",2018-09-21,2019-01-31,-0.06829964947249434,long_A_short_B,False,132,31,0.01,-0.07829964947249433
"('DTE', 'ES')",2018-11-20,2019-01-31,-0.03207967992019656,long_A_short_B,False,72,31,0.01,-0.04207967992019656
"('VTR', 'WELL')",2018-08-20,2019-01-31,-0.061266995676764635,long_A_short_B,False,164,31,0.01,-0.07126699567676463
"('LNT', 'WEC')",2018-10-12,2019-01-31,-0.026377701013601484,long_A_short_B,False,111,31,0.01,-0.036377701013601486
"('AEP', 'CMS')",2018-11-15,2019-01-31,0.0067972204582291695,short_A_long_B,False,77,31,0.01,-0.0032027795417708307
"('EQR', 'UDR')",2018-09-26,2019-01-31,0.0027130192214745996,long_A_short_B,False,127,31,0.01,-0.007286980778525401
"('CMS', 'DTE')",2018-11-09,2018-12-04,0.039746374639895166,long_A_short_B,True,25,31,0.01,0.029746374639895164
"('ED', 'DUK')",2018-10-22,2019-01-31,-0.05373445539392141,long_A_short_B,False,101,31,0.01,-0.0637344553939214
"('O', 'UDR')",2018-10-24,2019-01-31,-0.049723270678840414,short_A_long_B,False,99,31,0.01,-0.059723270678840416
"('ED', 'ES')",2018-09-21,2019-01-31,-0.11879544386652752,long_A_short_B,False,132,31,0.01,-0.12879544386652753
"('AEP', 'ES')",2019-01-11,2019-01-31,0.011043065889284609,long_A_short_B,False,20,31,0.01,0.0010430658892846088
"('CNP', 'DTE')",2018-10-11,2019-01-02,0.05813840029247053,long_A_short_B,True,83,31,0.01,0.048138400292470525
"('ED', 'DTE')",2018-10-01,2019-01-31,-0.05443548328578074,long_A_short_B,False,122,31,0.01,-0.06443548328578073
"('MS', 'PNC')",2018-10-10,2018-10-12,0.060995693820156016,long_A_short_B,True,2,31,0.01,0.050995693820156014
"('MS', 'PNC')",2018-10-16,2018-11-08,0.057598098479687776,short_A_long_B,True,23,31,0.01,0.047598098479687774
"('MS', 'PNC')",2018-11-13,2019-01-10,0.05048506291288135,long_A_short_B,True,58,31,0.01,0.04048506291288135
"('MRSH', 'WTW')",2018-08-02,2018-12-24,0.093915362059798,short_A_long_B,True,144,31,0.01,0.08391536205979801
"('AEP', 'WEC')",2018-10-16,2018-10-31,0.0328520019032883,long_A_short_B,True,15,31,0.01,0.022852001903288295
"('NWSA', 'NWS')",2018-10-09,2019-02-28,0.0035346499496915484,short_A_long_B,False,142,32,0.01,-0.006465350050308452
"('AEP', 'DTE')",2018-12-10,2019-02-28,0.01257576942022176,short_A_long_B,False,80,32,0.01,0.0025757694202217605
"('AEP', 'ED')",2018-10-12,2019-02-28,-0.04832474060230885,short_A_long_B,False,139,32,0.01,-0.05832474060230885
"('VTR', 'WELL')",2018-09-21,2019-02-28,-0.01363421974580814,long_A_short_B,False,160,32,0.01,-0.023634219745808142
"('EQR', 'UDR')",2018-09-27,2018-12-04,0.033316706566379084,long_A_short_B,True,68,32,0.01,0.023316706566379082
"('EQR', 'UDR')",2019-02-08,2019-02-28,0.007216813630067431,long_A_short_B,False,20,32,0.01,-0.002783186369932569
"('LNT', 'WEC')",2018-12-14,2019-02-28,-0.013396353776934822,long_A_short_B,False,76,32,0.01,-0.023396353776934824
"('CMS', 'DTE')",2018-11-08,2018-12-10,0.048359215518687826,long_A_short_B,True,32,32,0.01,0.038359215518687824
"('AEP', 'CMS')",2018-11-15,2019-02-28,0.016301387565718972,short_A_long_B,False,105,32,0.01,0.006301387565718972
"('CMS', 'UDR')",2019-01-25,2019-02-28,0.031539516804624634,long_A_short_B,False,34,32,0.01,0.021539516804624632
"('AEE', 'WEC')",2018-11-13,2019-02-14,0.05213514196484148,short_A_long_B,True,93,32,0.01,0.04213514196484148
"('DTE', 'ES')",2018-12-03,2019-02-28,0.022198088944196614,long_A_short_B,False,87,32,0.01,0.012198088944196614
"('CMS', 'NI')",2018-09-14,2019-02-28,0.009116437118201315,short_A_long_B,False,167,32,0.01,-0.0008835628817986853
"('ED', 'DTE')",2018-10-12,2019-02-28,-0.014367132543302796,long_A_short_B,False,139,32,0.01,-0.024367132543302798
"('DD', 'USB')",2018-09-27,2019-02-28,-0.15870309622127543,long_A_short_B,False,154,32,0.01,-0.16870309622127544
"('APH', 'HON')",2018-09-26,2018-10-30,0.045457947581617364,long_A_short_B,True,34,32,0.01,0.03545794758161736
"('APH', 'HON')",2018-11-14,2019-02-28,0.031785707885331416,long_A_short_B,False,106,32,0.01,0.021785707885331414
"('LNT', 'AEE')",2018-12-14,2019-02-28,6.886262007443911e-05,long_A_short_B,False,76,32,0.01,-0.009931137379925561
"('AVB', 'MAA')",2019-01-09,2019-02-28,-0.0060538968046235375,short_A_long_B,False,50,32,0.01,-0.01605389680462354
"('IEX', 'ROP')",2018-10-12,2019-02-28,-0.09889092604954808,long_A_short_B,False,139,32,0.01,-0.10889092604954807
"('NWSA', 'NWS')",2018-10-23,2019-03-29,-0.006464347582220253,short_A_long_B,False,157,33,0.01,-0.016464347582220255
"('LNT', 'CMS')",2019-01-14,2019-03-29,0.018404025022041193,long_A_short_B,False,74,33,0.01,0.008404025022041193
"('AEP', 'DTE')",2018-12-07,2019-03-29,-0.004832721236476711,short_A_long_B,False,112,33,0.01,-0.014832721236476712
"('AEE', 'CMS')",2018-11-09,2019-02-26,0.03191730867699105,short_A_long_B,True,109,33,0.01,0.02191730867699105
"('AEE', 'CMS')",2019-03-25,2019-03-29,0.004900020159158913,short_A_long_B,False,4,33,0.01,-0.005099979840841087
"('AVB', 'EQR')",2018-12-07,2019-03-29,0.013869170838771483,long_A_short_B,False,112,33,0.01,0.0038691708387714827
"('CMS', 'WEC')",2018-12-10,2019-03-29,-0.017890448517614788,long_A_short_B,False,109,33,0.01,-0.02789044851761479
"('EVRG', 'EXC')",2018-11-14,2018-12-20,0.037520347855934166,short_A_long_B,True,36,33,0.01,0.027520347855934164
"('EVRG', 'EXC')",2019-01-23,2019-03-29,-0.04906839688000919,long_A_short_B,False,65,33,0.01,-0.05906839688000919
"('DTE', 'ES')",2018-12-10,2019-03-04,0.03474090339468083,long_A_short_B,True,84,33,0.01,0.02474090339468083
"('MTB', 'PNC')",2018-10-12,2019-03-29,0.0002744387571085305,short_A_long_B,False,168,33,0.01,-0.00972556124289147
"('LNT', 'WEC')",2018-12-14,2019-03-29,-0.02331573565638201,long_A_short_B,False,105,33,0.01,-0.03331573565638201
"('AEP', 'ES')",2019-03-26,2019-03-29,0.012037597664924515,short_A_long_B,False,3,33,0.01,0.002037597664924515
"('HBAN', 'KEY')",2018-10-18,2019-03-29,-0.024683367604375284,short_A_long_B,False,162,33,0.01,-0.034683367604375286
"('LNT', 'AEP')",2018-12-13,2019-03-29,-0.02067788715987051,long_A_short_B,False,106,33,0.01,-0.030677887159870514
"('AVB', 'UDR')",2018-12-17,2019-03-29,0.008482735002569575,long_A_short_B,False,102,33,0.01,-0.0015172649974304255
"('CMS', 'NI')",2018-11-05,2018-11-14,0.050688919805913724,long_A_short_B,True,9,33,0.01,0.04068891980591372
"('CMS', 'NI')",2019-01-08,2019-02-04,0.05935664552467568,long_A_short_B,True,27,33,0.01,0.049356645524675676
"('AEP', 'ED')",2018-11-02,2019-03-29,-0.01345586651602737,short_A_long_B,False,147,33,0.01,-0.023455866516027372
"('AEP', 'CMS')",2018-11-15,2019-03-29,0.004829674119770644,short_A_long_B,False,134,33,0.01,-0.005170325880229356
"('DUK', 'SO')",2018-12-06,2019-01-10,0.0468935833187023,short_A_long_B,True,35,33,0.01,0.0368935833187023
"('DUK', 'SO')",2019-03-07,2019-03-29,-0.01888040289813775,long_A_short_B,False,22,33,0.01,-0.02888040289813775
"('GOOGL', 'GOOG')",2018-11-20,2019-04-30,0.0048967892523714696,long_A_short_B,False,161,34,0.01,-0.005103210747628531
"('NWSA', 'NWS')",2018-11-30,2019-01-08,0.017422803763236794,long_A_short_B,True,39,34,0.01,0.007422803763236794
"('DTE', 'WEC')",2018-11-07,2018-11-20,0.0379546319981805,short_A_long_B,True,13,34,0.01,0.027954631998180497
"('DTE', 'WEC')",2018-12-04,2019-04-30,-0.007354005931746732,long_A_short_B,False,147,34,0.01,-0.017354005931746734
"('CMS', 'WEC')",2019-02-20,2019-04-30,0.007941351063561086,long_A_short_B,False,69,34,0.01,-0.002058648936438914
"('AVB', 'MAA')",2018-11-07,2019-04-30,0.013139960498309344,short_A_long_B,False,174,34,0.01,0.003139960498309344
"('DTE', 'ES')",2018-12-04,2019-04-30,0.01643112028622462,long_A_short_B,False,147,34,0.01,0.006431120286224621
"('EQR', 'MAA')",2018-11-07,2019-04-30,-0.017772776102628063,short_A_long_B,False,174,34,0.01,-0.027772776102628065
"('AEE', 'CMS')",2018-11-15,2018-11-29,0.03565622097015897,short_A_long_B,True,14,34,0.01,0.025656220970158967
"('AVB', 'EQR')",2019-01-22,2019-04-30,0.006340549692588349,long_A_short_B,False,98,34,0.01,-0.0036594503074116515
"('AWK', 'WEC')",2019-03-11,2019-04-30,-0.023397400737298346,short_A_long_B,False,50,34,0.01,-0.03339740073729835
"('LNT', 'CMS')",2018-12-21,2019-04-30,0.010641067634575174,long_A_short_B,False,130,34,0.01,0.000641067634575174
"('LNT', 'AWK')",2018-12-06,2019-04-30,-0.06744564549802834,long_A_short_B,False,145,34,0.01,-0.07744564549802833
"('EVRG', 'EXC')",2019-01-11,2019-04-30,-0.08844160297355597,long_A_short_B,False,109,34,0.01,-0.09844160297355596
"('ATO', 'EXC')",2018-11-29,2019-04-30,-0.02310455564149727,long_A_short_B,False,152,34,0.01,-0.03310455564149727
"('LNT', 'WEC')",2018-12-14,2019-04-30,-0.004279392346174582,long_A_short_B,False,137,34,0.01,-0.014279392346174582
"('AWK', 'DTE')",2018-12-06,2019-04-30,-0.04756345030094278,short_A_long_B,False,145,34,0.01,-0.05756345030094278
"('AWK', 'CMS')",2019-03-11,2019-04-30,-0.029069493198192742,short_A_long_B,False,50,34,0.01,-0.039069493198192744
"('MTB', 'PNC')",2019-01-17,2019-04-15,0.0740296994622267,short_A_long_B,True,88,34,0.01,0.06402969946222671
"('LNT', 'ETR')",2018-12-14,2019-04-30,-0.03141094953789114,long_A_short_B,False,137,34,0.01,-0.041410949537891144
"('AEP', 'DUK')",2018-12-12,2018-12-21,0.017317863733864236,short_A_long_B,True,9,35,0.01,0.007317863733864236
"('AEP', 'DUK')",2019-01-03,2019-01-10,0.019710805182381552,long_A_short_B,True,7,35,0.01,0.009710805182381552
"('AEP', 'DUK')",2019-01-16,2019-05-31,-0.13084232972132326,short_A_long_B,False,135,35,0.01,-0.14084232972132327
"('NWSA', 'NWS')",2019-01-14,2019-05-31,0.008905261488210914,short_A_long_B,False,137,35,0.01,-0.0010947385117890864
"('CMS', 'WEC')",2019-05-16,2019-05-31,-0.005694710867048203,long_A_short_B,False,15,35,0.01,-0.015694710867048205
"('DTE', 'WEC')",2019-03-07,2019-05-31,-0.024199944262011108,long_A_short_B,False,85,35,0.01,-0.03419994426201111
"('LNT', 'AWK')",2019-01-14,2019-05-31,-0.09275635295908535,long_A_short_B,False,137,35,0.01,-0.10275635295908535
"('ATO', 'EVRG')",2019-01-31,2019-05-31,-0.02228468997701527,short_A_long_B,False,120,35,0.01,-0.03228468997701527
"('DTE', 'ES')",2019-01-18,2019-02-20,0.039379784511885285,long_A_short_B,True,33,35,0.01,0.029379784511885283
"('AWK', 'WEC')",2019-04-18,2019-05-31,-0.020804545703019706,short_A_long_B,False,43,35,0.01,-0.030804545703019708
"('LNT', 'CMS')",2019-01-14,2019-05-31,0.0156349277464205,long_A_short_B,False,137,35,0.01,0.0056349277464205014
"('AVB', 'MAA')",2019-05-15,2019-05-31,-0.002162359668369085,long_A_short_B,False,16,35,0.01,-0.012162359668369085
"('AWK', 'DTE')",2019-03-11,2019-05-31,-0.06939547782910127,short_A_long_B,False,81,35,0.01,-0.07939547782910127
"('CMS', 'ETR')",2019-04-10,2019-05-31,0.0028731465997156036,long_A_short_B,False,51,35,0.01,-0.007126853400284397
"('LNT', 'WEC')",2019-01-15,2019-05-31,-0.022787795859351867,long_A_short_B,False,136,35,0.01,-0.03278779585935187
"('NWSA', 'NWS')",2019-03-20,2019-05-09,0.0175199912908226,short_A_long_B,True,50,36,0.01,0.0075199912908226006
"('AEP', 'DUK')",2019-01-10,2019-06-28,-0.14053060172903953,short_A_long_B,False,169,36,0.01,-0.15053060172903954
"('DTE', 'WEC')",2019-05-20,2019-06-28,-0.01449832381394689,long_A_short_B,False,39,36,0.01,-0.02449832381394689
"('CMS', 'WEC')",2019-05-17,2019-06-28,-0.004849310760830061,long_A_short_B,False,42,36,0.01,-0.014849310760830061
"('EQR', 'UDR')",2019-05-02,2019-06-28,0.012998945228126502,short_A_long_B,False,57,36,0.01,0.0029989452281265015
"('AVB', 'MAA')",2019-05-15,2019-06-28,-0.025395146134991275,long_A_short_B,False,44,36,0.01,-0.03539514613499128
"('AWK', 'DUK')",2019-01-22,2019-06-28,-0.20954089821638,short_A_long_B,False,157,36,0.01,-0.21954089821638
"('AEP', 'AWK')",2019-03-11,2019-06-28,-0.046242060058960144,long_A_short_B,False,109,36,0.01,-0.056242060058960146
"('AEP', 'DTE')",2019-05-28,2019-06-28,0.0080943055863969,short_A_long_B,False,31,36,0.01,-0.0019056944136031009
"('DUK', 'ES')",2019-01-11,2019-06-28,-0.10017531487330689,long_A_short_B,False,168,36,0.01,-0.11017531487330688
"('AEP', 'ES')",2019-03-21,2019-06-28,0.0219049224836132,short_A_long_B,False,99,36,0.01,0.011904922483613198
"('ETR', 'WEC')",2019-05-28,2019-06-28,0.037070012482284476,long_A_short_B,False,31,36,0.01,0.027070012482284474
"('ATO', 'EXC')",2019-06-21,2019-06-28,-0.031128474671655693,short_A_long_B,False,7,36,0.01,-0.041128474671655695
"('CMS', 'UDR')",2019-01-22,2019-05-07,0.045803483348251905,long_A_short_B,True,105,36,0.01,0.035803483348251904
"('CMS', 'UDR')",2019-06-25,2019-06-28,0.01293123870600188,short_A_long_B,False,3,36,0.01,0.0029312387060018794
"('UDR', 'WEC')",2019-01-22,2019-03-22,0.05174280447672519,short_A_long_B,True,59,36,0.01,0.04174280447672519
"('UDR', 'WEC')",2019-04-10,2019-05-07,0.05835905000186348,short_A_long_B,True,27,36,0.01,0.048359050001863475
"('UDR', 'WEC')",2019-06-20,2019-06-28,-0.012211531185029378,long_A_short_B,False,8,36,0.01,-0.02221153118502938
"('GOOGL', 'GOOG')",2019-07-09,2019-07-31,0.0018714593654733935,long_A_short_B,False,22,37,0.01,-0.008128540634526607
"('NWSA', 'NWS')",2019-03-04,2019-03-15,0.01540963948536922,long_A_short_B,True,11,37,0.01,0.00540963948536922
"('NWSA', 'NWS')",2019-05-30,2019-07-31,0.005759616452860605,long_A_short_B,False,62,37,0.01,-0.004240383547139395
"('AEP', 'WEC')",2019-06-27,2019-07-31,-0.02967144575281988,long_A_short_B,False,34,37,0.01,-0.03967144575281988
"('AEP', 'DUK')",2019-03-15,2019-07-31,-0.08919274857787263,short_A_long_B,False,138,37,0.01,-0.09919274857787262
"('AEP', 'AWK')",2019-02-25,2019-07-31,-0.047370286386049676,long_A_short_B,False,156,37,0.01,-0.05737028638604968
"('AWK', 'WEC')",2019-04-18,2019-07-31,0.02714924602133273,short_A_long_B,False,104,37,0.01,0.017149246021332727
"('DUK', 'WEC')",2019-03-15,2019-07-31,-0.12456254762092145,long_A_short_B,False,138,37,0.01,-0.13456254762092146
"('LNT', 'NEE')",2019-05-23,2019-07-31,-0.001290128792845735,long_A_short_B,False,69,37,0.01,-0.011290128792845735
"('AWK', 'DUK')",2019-02-26,2019-07-31,-0.155112297701689,short_A_long_B,False,155,37,0.01,-0.165112297701689
"('ATO', 'EVRG')",2019-02-22,2019-07-31,0.006708405980022869,short_A_long_B,False,159,37,0.01,-0.003291594019977131
"('PH', 'ROK')",2019-04-11,2019-07-31,-0.0629015609284359,short_A_long_B,False,111,37,0.01,-0.0729015609284359
"('EQR', 'UDR')",2019-05-02,2019-07-31,0.00800398076066422,short_A_long_B,False,90,37,0.01,-0.0019960192393357803
"('ATO', 'CMS')",2019-05-15,2019-07-31,0.04548099930701954,long_A_short_B,True,77,37,0.01,0.03548099930701954
"('CB', 'TRV')",2019-02-27,2019-07-31,0.042768507112760146,long_A_short_B,False,154,37,0.01,0.032768507112760144
"('AEP', 'DTE')",2019-06-05,2019-07-31,0.009083811151729959,short_A_long_B,False,56,37,0.01,-0.0009161888482700411
"('L', 'MET')",2019-03-22,2019-05-02,0.07299882993689355,short_A_long_B,True,41,37,0.01,0.06299882993689356
"('L', 'MET')",2019-06-25,2019-07-31,0.03267494460194165,short_A_long_B,False,36,37,0.01,0.022674944601941645
"('AWK', 'NEE')",2019-03-15,2019-07-31,0.00024579960687121094,short_A_long_B,False,138,37,0.01,-0.00975420039312879
"('AVB', 'MAA')",2019-05-08,2019-07-31,-0.019175941903759597,long_A_short_B,False,84,37,0.01,-0.0291759419037596
"('AEE', 'EXC')",2019-05-17,2019-07-31,-0.09952833203508804,short_A_long_B,False,75,37,0.01,-0.10952833203508804
"('GOOGL', 'GOOG')",2019-07-26,2019-08-30,0.005911741225972045,long_A_short_B,False,35,38,0.01,-0.0040882587740279554
"('NWSA', 'NWS')",2019-03-19,2019-05-24,0.016232221659195245,short_A_long_B,True,66,38,0.01,0.006232221659195245
"('AEP', 'DUK')",2019-03-21,2019-08-30,-0.04708264472666768,short_A_long_B,False,162,38,0.01,-0.05708264472666768
"('ETR', 'NEE')",2019-08-29,2019-08-30,-0.007633125281791053,short_A_long_B,False,1,38,0.01,-0.017633125281791055
"('AEP', 'ES')",2019-08-23,2019-08-30,0.005400182091719108,long_A_short_B,False,7,38,0.01,-0.004599817908280892
"('AEP', 'ETR')",2019-07-31,2019-08-30,-0.031716801892135216,long_A_short_B,False,30,38,0.01,-0.04171680189213522
"('AEP', 'DTE')",2019-05-28,2019-08-30,-0.02179850628729585,short_A_long_B,False,94,38,0.01,-0.03179850628729585
"('AEP', 'AWK')",2019-05-15,2019-08-30,-0.07983616097363555,long_A_short_B,False,107,38,0.01,-0.08983616097363555
"('AWK', 'ETR')",2019-05-13,2019-07-19,0.044653873789900045,short_A_long_B,True,67,38,0.01,0.03465387378990004
"('AWK', 'ETR')",2019-08-12,2019-08-30,0.008074529745034642,short_A_long_B,False,18,38,0.01,-0.0019254702549653582
"('CMS', 'FE')",2019-04-04,2019-04-22,0.047667123684368984,short_A_long_B,True,18,38,0.01,0.03766712368436898
"('CMS', 'FE')",2019-08-15,2019-08-30,0.013559717522334314,short_A_long_B,False,15,38,0.01,0.0035597175223343134
"('AWK', 'NEE')",2019-05-07,2019-08-30,-0.031309563368301596,short_A_long_B,False,115,38,0.01,-0.0413095633683016
"('LNT', 'NEE')",2019-08-23,2019-08-30,0.02285355006069323,long_A_short_B,False,7,38,0.01,0.012853550060693228
"('MSFT', 'V')",2019-04-25,2019-08-30,0.05135604716246345,short_A_long_B,False,127,38,0.01,0.041356047162463445
"('CMS', 'WEC')",2019-05-22,2019-08-30,-0.059728836961545184,long_A_short_B,False,100,38,0.01,-0.06972883696154518
"('AEE', 'EXC')",2019-06-03,2019-08-30,-0.06050888621619832,short_A_long_B,False,88,38,0.01,-0.07050888621619832
"('DTE', 'DUK')",2019-05-10,2019-08-30,0.04001980633033764,short_A_long_B,False,112,38,0.01,0.030019806330337635
"('DUK', 'ETR')",2019-05-08,2019-08-30,-0.12864756905868235,long_A_short_B,False,114,38,0.01,-0.13864756905868236
"('KEY', 'RF')",2019-04-30,2019-08-30,-0.016099901417373497,short_A_long_B,False,122,38,0.01,-0.0260999014173735
"('FE', 'WEC')",2019-04-04,2019-05-01,0.06131781370229139,long_A_short_B,True,27,38,0.01,0.05131781370229139
"('FE', 'WEC')",2019-05-28,2019-08-30,-0.07057212937401958,long_A_short_B,False,94,38,0.01,-0.08057212937401957
"('AWK', 'WEC')",2019-05-13,2019-07-17,0.039369653863259746,short_A_long_B,True,65,38,0.01,0.029369653863259744
"('GOOGL', 'GOOG')",2019-07-26,2019-09-30,0.005781840783472214,long_A_short_B,False,66,39,0.01,-0.004218159216527786
"('NWSA', 'NWS')",2019-05-30,2019-09-30,0.000993873532542322,long_A_short_B,False,123,39,0.01,-0.009006126467457678
"('AVB', 'EQR')",2019-08-01,2019-09-30,-0.02354922764968248,long_A_short_B,False,60,39,0.01,-0.03354922764968248
"('CMS', 'WEC')",2019-07-10,2019-09-30,-0.01887428617546716,long_A_short_B,False,82,39,0.01,-0.02887428617546716
"('AEP', 'ES')",2019-08-27,2019-09-30,-0.034492584128712034,long_A_short_B,False,34,39,0.01,-0.044492584128712036
"('AWK', 'WEC')",2019-04-26,2019-07-19,0.039140491746107564,short_A_long_B,True,84,39,0.01,0.029140491746107562
"('CMS', 'FE')",2019-04-04,2019-04-22,0.047667123684368984,short_A_long_B,True,18,39,0.01,0.03766712368436898
"('CMS', 'FE')",2019-08-15,2019-09-09,0.06052573534704386,short_A_long_B,True,25,39,0.01,0.05052573534704386
"('CMS', 'FE')",2019-09-11,2019-09-26,0.037922993233529434,long_A_short_B,True,15,39,0.01,0.027922993233529432
"('AEP', 'DUK')",2019-05-10,2019-09-30,-0.0019264966090184465,short_A_long_B,False,143,39,0.01,-0.011926496609018447
"('AEP', 'ETR')",2019-07-31,2019-09-30,-0.04573611687511492,long_A_short_B,False,61,39,0.01,-0.05573611687511492
"('MCO', 'SPGI')",2019-05-03,2019-05-23,0.03992992200068024,short_A_long_B,True,20,39,0.01,0.02992992200068024
"('MCO', 'SPGI')",2019-07-23,2019-07-31,0.05140062892732833,long_A_short_B,True,8,39,0.01,0.04140062892732833
"('MCO', 'SPGI')",2019-08-05,2019-09-30,0.0074153912196412985,long_A_short_B,False,56,39,0.01,-0.0025846087803587017
"('LNT', 'NEE')",2019-07-24,2019-09-30,-0.018342509289710485,long_A_short_B,False,68,39,0.01,-0.028342509289710487
"('AEP', 'DTE')",2019-06-05,2019-09-30,-0.01131744627204223,short_A_long_B,False,117,39,0.01,-0.021317446272042233
"('AWK', 'CMS')",2019-05-15,2019-09-30,0.02113668873423058,short_A_long_B,False,138,39,0.01,0.01113668873423058
"('AVB', 'RSG')",2019-04-11,2019-04-17,0.060987927761978034,short_A_long_B,True,6,39,0.01,0.05098792776197803
"('AVB', 'RSG')",2019-05-07,2019-09-27,0.05729609999630547,long_A_short_B,True,143,39,0.01,0.04729609999630547
"('DUK', 'ES')",2019-05-13,2019-09-30,-0.07485615897174269,long_A_short_B,False,140,39,0.01,-0.08485615897174269
"('DUK', 'ETR')",2019-05-10,2019-09-30,-0.11574654668425355,long_A_short_B,False,143,39,0.01,-0.12574654668425356
"('MMM', 'TRV')",2019-04-25,2019-09-30,-0.20263029010558908,long_A_short_B,False,158,39,0.01,-0.2126302901055891
"('FE', 'WEC')",2019-07-09,2019-09-30,0.0004841353118298919,long_A_short_B,False,83,39,0.01,-0.009515864688170108
"('DTE', 'PPL')",2019-05-15,2019-09-30,-0.01790813952878101,short_A_long_B,False,138,39,0.01,-0.02790813952878101
"('CSCO', 'ECL')",2019-05-13,2019-05-16,0.06809113512555376,long_A_short_B,True,3,39,0.01,0.05809113512555376
"('CSCO', 'ECL')",2019-05-29,2019-09-30,-0.15467863588902864,long_A_short_B,False,124,39,0.01,-0.16467863588902865
"('GOOGL', 'GOOG')",2019-07-26,2019-10-31,0.003148422122499772,long_A_short_B,False,97,40,0.01,-0.006851577877500228
"('NWSA', 'NWS')",2019-05-24,2019-10-31,-0.006811404146735089,long_A_short_B,False,160,40,0.01,-0.01681140414673509
"('AEP', 'WEC')",2019-05-15,2019-10-31,-0.07499025323046471,long_A_short_B,False,169,40,0.01,-0.0849902532304647
"('CMS', 'DTE')",2019-07-29,2019-10-31,-0.0994018191681918,short_A_long_B,False,94,40,0.01,-0.10940181916819179
"('CMS', 'NEE')",2019-09-30,2019-10-31,-0.017404483065011078,long_A_short_B,False,31,40,0.01,-0.02740448306501108
"('ETR', 'NEE')",2019-08-28,2019-10-31,-0.004017596902036624,short_A_long_B,False,64,40,0.01,-0.014017596902036624
"('AEP', 'ES')",2019-08-05,2019-10-31,-0.020553983999496594,long_A_short_B,False,87,40,0.01,-0.030553983999496596
"('ES', 'WEC')",2019-07-26,2019-10-18,0.050243810580693715,long_A_short_B,True,84,40,0.01,0.04024381058069371
